,city,category,Name,lat,lng,points,points-lng-lat,geometry
107,Paris,vegan restaurant,Restaurant Le Joy,48.87100235875571,2.301401048898697,"{'type': 'Point', 'coordinates': [48.87100235875571, 2.301401048898697]}","{'type': 'Point', 'coordinates': [2.301401048898697, 48.87100235875571]}",POINT (2.301401048898697 48.87100235875571)
108,Paris,vegan restaurant,Le Restaurant du Musée d'Orsay,48.86029986248957,2.325392316832362,"{'type': 'Point', 'coordinates': [48.86029986248957, 2.325392316832362]}","{'type': 'Point', 'coordinates': [2.325392316832362, 48.86029986248957]}",POINT (2.325392316832362 48.86029986248957)
109,Paris,vegan restaurant,Restaurant Alain Ducasse,48.866195298642594,2.304214280207475,"{'type': 'Point', 'coordinates': [48.866195298642594, 2.304214280207475]}","{'type': 'Point', 'coordinates': [2.304214280207475, 48.866195298642594]}",POINT (2.304214280207475 48.86619529864259)
110,Paris,vegan restaurant,Hôtel Restaurant Campanile Dreux,48.866294,2.31379,"{'type': 'Point', 'coordinates': [48.866294, 2.31379]}","{'type': 'Point', 'coordinates': [2.31379, 48.866294]}",POINT (2.31379 48.866294)
111,Paris,vegan restaurant,La Cantone - Restaurant d'Entreprise,48.871873,2.335738,"{'type': 'Point', 'coordinates': [48.871873, 2.335738]}","{'type': 'Point', 'coordinates': [2.335738, 48.871873]}",POINT (2.335738 48.871873)
112,Paris,vegan restaurant,Restaurant Coréen,48.867528,2.332523,"{'type': 'Point', 'coordinates': [48.867528, 2.332523]}","{'type': 'Point', 'coordinates': [2.332523, 48.867528]}",POINT (2.332523 48.867528)
113,Paris,vegan restaurant,Le 144 - Restaurant Petrossian,48.861067004866925,2.310233830244872,"{'type': 'Point', 'coordinates': [48.861067004866925, 2.310233830244872]}","{'type': 'Point', 'coordinates': [2.310233830244872, 48.861067004866925]}",POINT (2.310233830244872 48.86106700486692)
114,Paris,vegan restaurant,Restaurant Ayào.阿耀面点,48.87424,2.3350198,"{'type': 'Point', 'coordinates': [48.87424, 2.3350198]}","{'type': 'Point', 'coordinates': [2.3350198, 48.87424]}",POINT (2.3350198 48.87424)
115,Paris,vegan restaurant,Arty Le Restaurant,48.86986472818589,2.3307798379639926,"{'type': 'Point', 'coordinates': [48.86986472818589, 2.3307798379639926]}","{'type': 'Point', 'coordinates': [2.3307798379639926, 48.86986472818589]}",POINT (2.330779837963993 48.86986472818589)
116,Paris,vegan restaurant,Nana - Restaurant - Paris 9ème,48.879702,2.335854,"{'type': 'Point', 'coordinates': [48.879702, 2.335854]}","{'type': 'Point', 'coordinates': [2.335854, 48.879702]}",POINT (2.335854 48.879702)
117,Paris,vegan restaurant,Restaurant Sichuan,48.872789,2.338398,"{'type': 'Point', 'coordinates': [48.872789, 2.338398]}","{'type': 'Point', 'coordinates': [2.338398, 48.872789]}",POINT (2.338398 48.872789)
118,Paris,vegan restaurant,GIE GAM-Restaurant,48.880722928475855,2.314180420236013,"{'type': 'Point', 'coordinates': [48.880722928475855, 2.314180420236013]}","{'type': 'Point', 'coordinates': [2.314180420236013, 48.880722928475855]}",POINT (2.314180420236013 48.88072292847585)
119,Paris,vegan restaurant,Restaurant Vietnam | Banh Mi,48.876861,2.335777,"{'type': 'Point', 'coordinates': [48.876861, 2.335777]}","{'type': 'Point', 'coordinates': [2.335777, 48.876861]}",POINT (2.335777 48.876861)
120,Paris,vegan restaurant,Restaurant & Lounge Bar Le W,48.87211902657388,2.303356684047102,"{'type': 'Point', 'coordinates': [48.87211902657388, 2.303356684047102]}","{'type': 'Point', 'coordinates': [2.303356684047102, 48.87211902657388]}",POINT (2.303356684047102 48.87211902657388)
